sensorType,referenceDesignator,startTime,endTime,assetID,instrumentSN,lat,lon,githubCalibrationFile,vendorCalibrationFile
THSPHA,RS03INT1-MJ03C-09-THSPHA301,2014-09-27 03:44:00,2015-07-11T18:00:00,ATAPL-58342-00002,"['B_oldC']",45.926386,-129.979064,https://github.com/oceanobservatories/asset-management/tree/master/calibration/THSPHA/ATAPL-58342-00002__20140927.csv,none
THSPHA,RS03INT1-MJ03C-09-THSPHA301,2015-07-11 18:03:47,2015-07-12T18:00:00,ATAPL-58342-00003,"['A_oldB']",45.926386,-129.979064,https://github.com/oceanobservatories/asset-management/tree/master/calibration/THSPHA/ATAPL-58342-00003__20150711.csv,none
THSPHA,RS03INT1-MJ03C-09-THSPHA301,2017-08-22 10:30:00,2018-07-05T06:30:00,ATAPL-58342-00002,"['B_oldC']",45.926383,-129.979064,https://github.com/oceanobservatories/asset-management/tree/master/calibration/THSPHA/ATAPL-58342-00002__20140927.csv,none
THSPHA,RS03INT1-MJ03C-09-THSPHA301,2018-07-05 06:30:00,2018-07-31T08:44:00,ATAPL-58342-00001,"['C_oldA']",45.926383,-129.979055,none,none
THSPHA,RS03INT1-MJ03C-09-THSPHA301,2019-07-03 15:55:00,2020-08-08T05:14:00,ATAPL-58342-00002,"['B_oldC']",45.926373,-129.979074,https://github.com/oceanobservatories/asset-management/tree/master/calibration/THSPHA/ATAPL-58342-00002__20140927.csv,none
THSPHA,RS03INT1-MJ03C-09-THSPHA301,2020-08-09 22:55:00,2021-08-29T02:12:00,ATAPL-58342-00003,"['A_oldB']",45.926374,-129.979063,https://github.com/oceanobservatories/asset-management/tree/master/calibration/THSPHA/ATAPL-58342-00003__20150711.csv,none
